Date,Time,Open,High,Low,Close,Volume
20120426,00:00:00,30.689,31.284,30.623,31.072,27859
20120427,00:00:00,31.069,31.424,30.892,31.250,22262
20120429,00:00:00,31.240,31.341,31.237,31.338,656
20120430,00:00:00,31.345,31.392,30.574,31.074,22935
20120501,00:00:00,31.074,31.334,30.764,31.005,18142
20120502,00:00:00,31.003,31.018,30.393,30.604,28582
20120503,00:00:00,30.604,30.644,29.863,30.114,29709
20120504,00:00:00,30.124,30.459,29.763,30.354,28459
20120506,00:00:00,30.184,30.206,29.962,30.134,1939
20120507,00:00:00,30.133,30.364,29.674,30.060,20443
20120508,00:00:00,30.060,30.079,29.129,29.327,34330
20120509,00:00:00,29.330,29.414,28.624,29.168,40161
20120510,00:00:00,29.164,29.454,28.947,29.004,29084
20120511,00:00:00,29.004,29.114,28.444,28.870,29984
20120513,00:00:00,28.824,28.863,28.766,28.807,1198
20120514,00:00:00,28.809,28.994,28.094,28.211,29950
20120515,00:00:00,28.214,28.454,27.584,27.658,32041
20120516,00:00:00,27.657,27.984,26.752,27.325,43393
20120517,00:00:00,27.329,28.314,27.329,28.093,46491
20120518,00:00:00,28.094,28.914,27.812,28.701,44353
20120520,00:00:00,28.696,28.852,28.646,28.724,1084
20120521,00:00:00,28.723,28.843,28.065,28.564,38600
20120522,00:00:00,28.564,28.794,27.951,28.103,43414
20120523,00:00:00,28.104,28.104,27.114,27.683,62040
20120524,00:00:00,27.683,28.544,27.625,28.163,55440
20120525,00:00:00,28.163,28.596,27.916,28.491,41348
20120527,00:00:00,28.630,28.735,28.545,28.600,1796
20120528,00:00:00,28.617,28.774,28.307,28.386,20500
20120529,00:00:00,28.385,28.694,27.685,27.749,41781
20120530,00:00:00,27.753,28.174,27.386,27.923,48870
20120531,00:00:00,27.923,28.214,27.541,27.703,42536
20120601,00:00:00,27.703,28.704,27.213,28.490,50347
20120603,00:00:00,28.609,28.668,28.344,28.353,2647
20120604,00:00:00,28.353,28.624,27.985,28.304,40682
20120605,00:00:00,28.304,28.574,28.108,28.503,39232
20120606,00:00:00,28.505,29.894,28.502,29.455,48578
20120607,00:00:00,29.453,29.694,28.393,28.668,54993
20120608,00:00:00,28.674,28.676,27.945,28.470,48163
20120610,00:00:00,28.897,29.020,28.795,28.931,2622
20120611,00:00:00,28.933,28.984,28.294,28.404,47630
20120612,00:00:00,28.401,29.044,28.372,28.940,42081
20120613,00:00:00,28.815,29.110,28.744,28.850,38163
20120614,00:00:00,28.848,29.098,28.181,28.597,37808
20120615,00:00:00,28.595,28.842,28.526,28.654,29153
20120617,00:00:00,29.004,29.034,28.333,28.594,2937
20120618,00:00:00,28.593,28.864,28.277,28.755,37392
20120619,00:00:00,28.757,28.944,28.324,28.464,43076
20120620,00:00:00,28.464,28.614,27.700,28.010,54781
20120621,00:00:00,28.013,28.023,26.853,27.023,54276
20120622,00:00:00,27.023,27.037,26.582,26.883,39827
20120624,00:00:00,26.886,26.964,26.625,26.693,1180
20120625,00:00:00,26.695,27.644,26.648,27.486,38187
20120626,00:00:00,27.489,27.544,26.795,27.048,36423
20120627,00:00:00,27.053,27.335,26.670,26.924,38460
20120628,00:00:00,26.924,27.124,26.117,26.324,46469
20120629,00:00:00,26.323,27.923,26.304,27.471,47586
20120701,00:00:00,27.517,27.539,27.434,27.524,1339
20120702,00:00:00,27.523,27.620,27.195,27.450,33024
20120703,00:00:00,27.454,28.448,27.416,28.258,35531
20120704,00:00:00,28.258,28.338,28.038,28.143,18106
20120705,00:00:00,28.144,28.387,27.515,27.753,39816
20120706,00:00:00,27.754,27.804,26.929,27.081,38612
20120708,00:00:00,27.043,27.043,26.919,26.984,1857
20120709,00:00:00,26.984,27.495,26.943,27.314,33179
20120710,00:00:00,27.314,27.574,26.737,26.933,38184
20120711,00:00:00,26.933,27.264,26.814,27.116,38081
20120712,00:00:00,27.116,27.365,26.463,27.134,41004
20120713,00:00:00,27.133,27.574,27.083,27.231,34747
20120715,00:00:00,27.394,27.434,27.314,27.402,943
20120716,00:00:00,27.403,27.416,26.885,27.323,39199
20120717,00:00:00,27.323,27.616,26.791,27.313,42190
20120718,00:00:00,27.312,27.377,26.894,27.154,40920
20120719,00:00:00,27.153,27.604,27.143,27.294,41776
20120720,00:00:00,27.284,27.434,26.807,27.283,47357
20120722,00:00:00,27.200,27.324,27.151,27.223,1160
20120723,00:00:00,27.226,27.246,26.658,27.034,42043
20120724,00:00:00,27.033,27.175,26.610,26.963,46181
20120725,00:00:00,26.954,27.559,26.809,27.305,50113
20120726,00:00:00,27.307,27.824,27.254,27.468,45764
20120727,00:00:00,27.467,27.855,27.372,27.720,43642
20120729,00:00:00,27.712,27.784,27.667,27.684,1353
20120730,00:00:00,27.686,28.225,27.553,28.118,35011
20120731,00:00:00,28.123,28.364,27.909,27.939,38715
20120801,00:00:00,27.934,28.056,27.109,27.446,45762
20120802,00:00:00,27.446,27.813,26.969,27.163,47044
20120803,00:00:00,27.162,27.901,27.020,27.674,40330
20120805,00:00:00,27.814,27.818,27.704,27.794,2747
20120806,00:00:00,27.783,27.994,27.608,27.855,36269
20120807,00:00:00,27.853,28.224,27.772,28.031,34673
20120808,00:00:00,28.031,28.254,27.703,28.034,36838
20120809,00:00:00,28.023,28.236,27.880,28.104,31248
20120810,00:00:00,28.104,28.324,27.595,28.018,33456
20120812,00:00:00,28.123,28.164,28.113,28.138,789
20120813,00:00:00,28.144,28.187,27.739,27.812,30870
20120814,00:00:00,27.810,28.019,27.625,27.819,30022
20120815,00:00:00,27.818,28.003,27.495,27.820,32046
20120816,00:00:00,27.818,28.294,27.735,28.180,24281
20120817,00:00:00,28.173,28.329,27.961,27.964,22700
20120819,00:00:00,28.084,28.174,28.076,28.117,415
20120820,00:00:00,28.124,28.843,27.929,28.695,25609
20120821,00:00:00,28.693,29.504,28.663,29.263,25650
20120822,00:00:00,29.262,29.921,29.213,29.849,35240
20120823,00:00:00,29.852,30.814,29.823,30.464,38587
20120824,00:00:00,30.460,30.791,30.225,30.770,31944
20120826,00:00:00,30.774,30.923,30.760,30.874,901
20120827,00:00:00,30.884,31.244,30.633,30.770,25927
20120828,00:00:00,30.772,30.991,30.520,30.827,29049
20120829,00:00:00,30.827,30.964,30.543,30.696,27233
20120830,00:00:00,30.696,30.920,30.204,30.389,35296
20120831,00:00:00,30.391,31.754,30.247,31.629,40768
20120902,00:00:00,31.660,31.701,31.560,31.593,997
20120903,00:00:00,31.593,32.296,31.523,32.125,22163
20120904,00:00:00,32.124,32.424,31.916,32.201,34060
20120905,00:00:00,32.203,32.364,31.944,32.204,35570
20120906,00:00:00,32.207,32.984,32.200,32.572,40512
20120907,00:00:00,32.570,33.724,31.957,33.640,47039
20120909,00:00:00,33.641,33.666,33.578,33.636,1081
20120910,00:00:00,33.638,33.954,33.244,33.444,36456
20120911,00:00:00,33.444,33.813,33.343,33.507,35424
20120912,00:00:00,33.505,34.084,32.463,33.231,46469
20120913,00:00:00,33.233,34.804,32.673,34.564,50332
20120914,00:00:00,34.562,34.922,34.276,34.631,49562
20120916,00:00:00,34.637,34.854,34.581,34.693,3536
20120917,00:00:00,34.694,34.740,33.786,34.198,33700
20120918,00:00:00,34.195,35.037,33.973,34.669,40063
20120919,00:00:00,34.667,34.964,34.269,34.629,36162
20120920,00:00:00,34.627,34.744,34.073,34.615,39559
20120921,00:00:00,34.624,35.173,34.327,34.407,42181
20120923,00:00:00,34.471,34.514,34.385,34.430,929
20120924,00:00:00,34.425,34.435,33.488,34.003,43241
20120925,00:00:00,34.003,34.484,33.653,33.747,41667
20120926,00:00:00,33.744,34.044,33.323,33.973,40915
20120927,00:00:00,33.973,34.744,33.885,34.595,36652
20120928,00:00:00,34.594,34.855,34.266,34.364,40762
20120930,00:00:00,34.452,34.456,34.263,34.269,1310
20121001,00:00:00,34.267,35.383,34.160,34.716,45586
20121002,00:00:00,34.717,35.044,34.369,34.514,37462
20121003,00:00:00,34.515,34.864,34.455,34.684,38788
20121004,00:00:00,34.684,35.104,34.631,34.980,32003
20121005,00:00:00,34.984,35.084,34.136,34.438,27793
20121007,00:00:00,34.515,34.534,34.383,34.485,1075
20121008,00:00:00,34.483,34.520,33.651,34.093,30766
20121009,00:00:00,34.094,34.209,33.535,33.785,31515
20121010,00:00:00,33.783,34.144,33.705,33.913,30199
20121011,00:00:00,33.914,34.321,33.774,34.061,30919
20121012,00:00:00,34.057,34.116,33.378,33.380,32773
20121014,00:00:00,33.413,33.416,32.967,33.105,3302
20121015,00:00:00,33.105,33.344,32.533,32.681,38226
20121016,00:00:00,32.684,33.111,32.664,33.083,25686
20121017,00:00:00,33.074,33.254,32.853,33.106,23562
20121018,00:00:00,33.104,33.274,32.675,32.814,24984
20121019,00:00:00,32.818,32.879,31.914,31.973,33098
20121021,00:00:00,31.945,31.962,31.694,31.844,1857
20121022,00:00:00,31.853,32.454,31.843,32.373,27429
20121023,00:00:00,32.367,32.413,31.547,31.783,34749
20121024,00:00:00,31.783,32.025,31.510,31.836,31541
20121025,00:00:00,31.836,32.234,31.801,32.154,28471
20121026,00:00:00,32.154,32.343,31.584,32.001,31762
20121028,00:00:00,32.081,32.087,31.936,32.034,1356
20121029,00:00:00,32.033,32.195,31.664,31.794,20690
20121030,00:00:00,31.793,32.115,31.714,31.863,19756
20121031,00:00:00,31.864,32.404,31.813,32.270,31180
20121101,00:00:00,32.268,32.653,32.167,32.304,26511
20121102,00:00:00,32.303,32.334,30.802,30.845,34549
20121104,00:00:00,30.861,31.048,30.844,31.045,760
20121105,00:00:00,31.045,31.229,30.649,31.174,29748
20121106,00:00:00,31.174,32.264,31.061,31.874,33077
20121107,00:00:00,31.874,32.394,31.213,31.813,49473
20121108,00:00:00,31.807,32.434,31.631,32.314,38531
20121109,00:00:00,32.313,32.783,32.061,32.589,39545
20121111,00:00:00,32.607,32.734,32.557,32.666,975
20121112,00:00:00,32.665,32.734,32.188,32.321,29232
20121113,00:00:00,32.324,32.825,32.113,32.497,34807
20121114,00:00:00,32.495,32.924,32.366,32.599,31848
20121115,00:00:00,32.603,32.773,32.154,32.606,32054
20121116,00:00:00,32.604,32.634,32.024,32.309,31326
20121118,00:00:00,32.285,32.424,32.285,32.408,613
20121119,00:00:00,32.405,33.213,32.314,33.058,27451
20121120,00:00:00,33.061,33.236,32.864,33.120,26202
20121121,00:00:00,33.117,33.430,32.835,33.386,24309
20121122,00:00:00,33.384,33.439,33.264,33.337,11333
20121123,00:00:00,33.339,34.154,33.238,34.019,22153
20121125,00:00:00,34.047,34.050,33.990,34.005,293
20121126,00:00:00,34.007,34.216,33.884,34.165,28936
20121127,00:00:00,34.168,34.267,33.864,33.980,28051
20121128,00:00:00,33.983,34.045,32.904,33.757,38021
20121129,00:00:00,33.760,34.394,33.524,34.193,31295
20121130,00:00:00,34.193,34.334,33.131,33.399,31666
20121202,00:00:00,33.397,33.534,33.391,33.524,715
20121203,00:00:00,33.524,33.846,33.392,33.604,30256
20121204,00:00:00,33.603,33.623,32.674,32.847,39460
20121205,00:00:00,32.845,33.224,32.514,32.809,31505
20121206,00:00:00,32.814,33.254,32.525,32.973,36652
20121207,00:00:00,32.975,33.256,32.606,33.054,35552
20121209,00:00:00,33.052,33.124,33.014,33.074,556
20121210,00:00:00,33.068,33.415,33.065,33.218,23109
20121211,00:00:00,33.217,33.227,32.754,32.947,25453
20121212,00:00:00,32.946,33.790,32.914,33.329,32552
20121213,00:00:00,33.328,33.345,32.205,32.538,41918
20121214,00:00:00,32.539,32.714,32.174,32.250,29129
20121216,00:00:00,32.333,32.394,32.280,32.296,905
20121217,00:00:00,32.294,32.404,32.006,32.244,24728
20121218,00:00:00,32.244,32.524,31.339,31.743,32730
20121219,00:00:00,31.740,31.794,30.963,31.047,34677
20121220,00:00:00,31.047,31.219,29.585,29.959,38677
20121221,00:00:00,29.961,30.274,29.611,29.987,31217
20121223,00:00:00,29.966,30.103,29.950,30.063,558
20121224,00:00:00,30.067,30.339,29.813,29.890,14417
20121225,00:00:00,29.894,29.994,29.863,29.864,404
20121226,00:00:00,29.863,30.204,29.795,30.023,13883
20121227,00:00:00,30.023,30.478,29.681,30.138,23063
20121228,00:00:00,30.138,30.318,29.863,29.994,15605
20121230,00:00:00,30.027,30.064,30.021,30.056,238
20121231,00:00:00,30.058,30.444,29.881,30.331,17548
20130101,00:00:00,30.294,30.337,30.178,30.203,658
20130102,00:00:00,30.197,31.490,30.193,31.033,30034
20130103,00:00:00,31.042,31.183,29.981,30.102,32621
20130104,00:00:00,30.100,30.264,29.208,30.205,49449
20130106,00:00:00,30.193,30.237,30.139,30.170,981
20130107,00:00:00,30.170,30.445,29.849,30.234,29876
20130108,00:00:00,30.234,30.548,30.067,30.445,30564
20130109,00:00:00,30.451,30.560,30.053,30.336,26939
20130110,00:00:00,30.334,30.933,30.238,30.821,26385
20130111,00:00:00,30.818,30.852,30.156,30.450,28805
20130113,00:00:00,30.390,30.449,30.373,30.403,349
20130114,00:00:00,30.403,31.148,30.373,31.061,28386
20130115,00:00:00,31.057,31.570,30.949,31.405,44862
20130116,00:00:00,31.404,31.551,31.072,31.459,36277
20130117,00:00:00,31.462,31.913,31.041,31.705,50509
20130118,00:00:00,31.704,32.129,31.653,31.848,40796
20130120,00:00:00,31.891,31.989,31.863,31.975,957
20130121,00:00:00,31.977,32.095,31.846,31.996,23403
20130122,00:00:00,31.993,32.350,31.803,32.178,45992
20130123,00:00:00,32.178,32.464,32.084,32.202,36332
20130124,00:00:00,32.202,32.212,31.589,31.637,42474
20130125,00:00:00,31.642,31.776,31.113,31.168,37818
20130127,00:00:00,31.148,31.234,31.148,31.227,573
20130128,00:00:00,31.224,31.301,30.726,30.921,43523
20130129,00:00:00,30.915,31.454,30.904,31.376,42798
20130130,00:00:00,31.376,32.234,31.239,32.004,49849
20130131,00:00:00,32.004,32.109,31.102,31.444,42462
20130201,00:00:00,31.445,32.144,31.285,31.822,41007
20130203,00:00:00,31.843,31.863,31.763,31.813,448
20130204,00:00:00,31.811,31.914,31.371,31.754,31082
20130205,00:00:00,31.753,32.104,31.602,31.874,43524
20130206,00:00:00,31.871,31.884,31.591,31.864,30765
20130207,00:00:00,31.863,31.913,31.280,31.480,44090
20130208,00:00:00,31.479,31.680,31.312,31.398,36043
20130210,00:00:00,31.427,31.444,31.393,31.414,284
20130211,00:00:00,31.414,31.523,30.813,30.924,35332
20130212,00:00:00,30.924,31.184,30.567,31.141,44709
20130213,00:00:00,31.141,31.214,30.729,30.814,37177
20130214,00:00:00,30.812,31.059,30.225,30.424,39245
20130215,00:00:00,30.423,30.464,29.680,29.782,53880
20130217,00:00:00,29.807,29.884,29.789,29.873,574
20130218,00:00:00,29.869,30.159,29.864,30.064,30680
20130219,00:00:00,30.064,30.134,29.215,29.437,43274
20130220,00:00:00,29.438,29.636,28.270,28.723,64459
20130221,00:00:00,28.721,28.894,28.311,28.719,60852
20130222,00:00:00,28.717,28.919,28.362,28.705,42044
20130224,00:00:00,28.774,28.785,28.684,28.692,963
20130225,00:00:00,28.690,29.244,28.564,29.053,48194
20130226,00:00:00,29.053,29.458,28.582,29.354,61757
20130227,00:00:00,29.354,29.386,28.841,28.999,41001
20130228,00:00:00,28.997,29.170,28.387,28.557,62035
20130301,00:00:00,28.557,28.782,27.938,28.586,61276
20130303,00:00:00,28.657,28.750,28.625,28.644,1118
20130304,00:00:00,28.638,28.804,28.425,28.602,45549
20130305,00:00:00,28.599,29.084,28.515,28.763,43022
20130306,00:00:00,28.764,29.074,28.534,28.944,49547
20130307,00:00:00,28.941,29.078,28.740,28.894,45238
20130308,00:00:00,28.894,29.255,28.332,28.967,43899
20130310,00:00:00,28.934,28.970,28.913,28.944,1490
20130311,00:00:00,28.943,29.094,28.712,29.012,34884
20130312,00:00:00,29.008,29.354,28.879,29.163,38712
20130313,00:00:00,29.164,29.276,28.848,28.907,39755
20130314,00:00:00,28.908,28.964,28.545,28.807,40092
20130315,00:00:00,28.811,29.024,28.694,28.696,34313
20130317,00:00:00,28.801,29.124,28.797,29.014,2195
20130318,00:00:00,29.017,29.056,28.604,28.951,46792
20130319,00:00:00,28.952,29.099,28.646,28.918,38819
20130320,00:00:00,28.923,29.004,28.413,28.792,30335
20130321,00:00:00,28.801,29.334,28.712,29.144,26774
20130322,00:00:00,29.144,29.184,28.524,28.640,31308
20130324,00:00:00,28.720,28.766,28.613,28.666,1220
20130325,00:00:00,28.665,28.904,28.486,28.863,33370
20130326,00:00:00,28.863,28.863,28.626,28.783,24947
20130327,00:00:00,28.783,28.806,28.113,28.677,32745
20130328,00:00:00,28.677,28.834,28.201,28.322,29809
20130331,00:00:00,28.253,28.370,28.166,28.283,1682
20130401,00:00:00,28.278,28.356,27.858,28.110,31419
20130402,00:00:00,28.113,28.175,27.192,27.248,41048
20130403,00:00:00,27.250,27.353,26.725,26.934,42423
20130404,00:00:00,26.934,27.054,26.627,26.865,42379
20130405,00:00:00,26.865,27.344,26.778,27.237,40003
20130407,00:00:00,27.346,27.442,27.293,27.302,1336
20130408,00:00:00,27.303,27.364,27.134,27.244,23946
20130409,00:00:00,27.243,28.074,27.196,27.942,31144
20130410,00:00:00,27.943,28.020,27.404,27.485,36219
20130411,00:00:00,27.481,27.844,27.416,27.654,41524
20130412,00:00:00,27.663,27.700,25.876,25.918,52338
20130414,00:00:00,25.985,26.084,25.833,25.976,4874
20130415,00:00:00,25.976,26.092,22.563,22.712,111984
20130416,00:00:00,22.712,23.971,22.023,23.470,105915
20130417,00:00:00,23.461,23.733,22.856,23.247,82585
20130418,00:00:00,23.245,23.674,22.450,23.325,78975
20130419,00:00:00,23.329,23.843,22.903,23.228,53202
20130421,00:00:00,23.354,23.354,23.214,23.264,2789
20130422,00:00:00,23.264,23.694,23.119,23.274,57291
20130423,00:00:00,23.274,23.453,22.604,22.926,60282
20130424,00:00:00,22.929,23.363,22.855,23.166,47375
20130425,00:00:00,23.164,24.484,23.068,24.454,50258
20130426,00:00:00,24.454,24.824,23.627,23.932,73744
20130428,00:00:00,24.066,24.123,23.953,24.026,1656
20130429,00:00:00,24.030,24.584,24.000,24.434,43796
20130430,00:00:00,24.434,24.532,24.033,24.323,44438
20130501,00:00:00,24.324,24.355,23.245,23.663,41643
20130502,00:00:00,23.664,24.204,23.395,23.765,47937
20130503,00:00:00,23.767,24.384,23.427,24.032,43601
20130505,00:00:00,24.153,24.154,24.044,24.114,1323
20130506,00:00:00,24.111,24.423,23.843,23.961,34028
20130507,00:00:00,23.955,24.004,23.434,23.851,51591
20130508,00:00:00,23.853,24.084,23.674,23.900,45287
20130509,00:00:00,23.900,24.174,23.523,23.610,44967
20130510,00:00:00,23.605,23.904,23.164,23.793,45262
20130512,00:00:00,23.779,23.851,23.678,23.701,2458
20130513,00:00:00,23.701,23.824,23.492,23.674,49252
20130514,00:00:00,23.674,23.785,23.117,23.469,44511
20130515,00:00:00,23.466,23.467,22.493,22.623,59081
20130516,00:00:00,22.622,22.814,22.104,22.663,60129
20130517,00:00:00,22.669,22.787,22.154,22.166,55754
20130519,00:00:00,21.064,21.574,20.817,21.469,4845
20130520,00:00:00,21.472,23.094,21.178,22.683,51628
20130521,00:00:00,22.683,22.927,22.064,22.475,57348
20130522,00:00:00,22.474,23.334,22.149,22.201,58016
20130523,00:00:00,22.198,22.686,21.965,22.494,57643
20130524,00:00:00,22.493,22.644,22.222,22.222,36260
20130526,00:00:00,22.302,22.433,22.302,22.389,977
20130527,00:00:00,22.385,22.754,22.325,22.630,18868
20130528,00:00:00,22.629,22.642,22.162,22.321,42462
20130529,00:00:00,22.324,22.524,22.178,22.514,36168
20130530,00:00:00,22.514,23.104,22.364,22.814,44444
20130531,00:00:00,22.816,22.907,22.067,22.078,35973
20130602,00:00:00,22.255,22.440,22.242,22.420,957
20130603,00:00:00,22.418,22.945,22.318,22.699,29392
20130604,00:00:00,22.696,22.780,22.278,22.533,32961
20130605,00:00:00,22.533,22.754,22.345,22.494,36142
20130606,00:00:00,22.491,22.894,22.317,22.583,39510
20130607,00:00:00,22.574,22.814,21.566,21.573,45595
20130609,00:00:00,21.620,21.786,21.435,21.735,3442
20130610,00:00:00,21.731,22.081,21.403,21.880,37740
20130611,00:00:00,21.882,21.936,21.476,21.701,39461
20130612,00:00:00,21.705,22.021,21.635,21.697,33200
20130613,00:00:00,21.695,21.983,21.567,21.820,36495
20130614,00:00:00,21.821,22.534,21.687,22.009,36601
20130616,00:00:00,22.121,22.121,22.003,22.043,803
20130617,00:00:00,22.041,22.054,21.666,21.884,18791
20130618,00:00:00,21.884,21.947,21.520,21.695,30550
20130619,00:00:00,21.694,21.825,21.178,21.190,31728
20130620,00:00:00,21.187,21.297,19.604,19.614,59810
20130621,00:00:00,19.614,20.134,19.383,20.056,48083
20130623,00:00:00,20.115,20.221,20.060,20.193,1993
20130624,00:00:00,20.193,20.198,19.452,19.695,55401
20130625,00:00:00,19.695,19.850,19.463,19.554,44165
20130626,00:00:00,19.554,19.632,18.426,18.583,54352
20130627,00:00:00,18.587,18.982,18.380,18.569,61619
20130628,00:00:00,18.570,19.677,18.194,19.672,71755
20130630,00:00:00,19.610,20.095,19.595,19.902,3480
20130701,00:00:00,19.907,19.927,19.379,19.653,54070
20130702,00:00:00,19.653,19.815,19.254,19.424,47325
20130703,00:00:00,19.425,19.910,19.345,19.807,45673
20130704,00:00:00,19.805,19.843,19.415,19.543,22016
20130705,00:00:00,19.542,19.609,18.693,18.880,35372
20130707,00:00:00,18.938,19.112,18.831,18.864,1817
20130708,00:00:00,18.868,19.291,18.706,18.997,32687
20130709,00:00:00,18.997,19.503,18.985,19.220,36272
20130710,00:00:00,19.220,19.927,19.012,19.769,39261
20130711,00:00:00,19.769,20.266,19.641,20.097,46561
20130712,00:00:00,20.097,20.209,19.638,19.918,29101
20130714,00:00:00,19.882,20.153,19.882,20.029,2017
20130715,00:00:00,20.029,20.134,19.599,19.884,28847
20130716,00:00:00,19.881,20.054,19.681,19.958,30827
20130717,00:00:00,19.957,20.153,19.270,19.375,40836
20130718,00:00:00,19.376,19.569,19.240,19.398,33103
20130719,00:00:00,19.399,19.613,19.311,19.477,24813
20130721,00:00:00,19.536,19.922,19.526,19.833,2812
20130722,00:00:00,19.833,20.594,19.669,20.479,40146
20130723,00:00:00,20.479,20.562,20.099,20.410,29279
20130724,00:00:00,20.412,20.493,19.996,20.111,33886
20130725,00:00:00,20.111,20.335,19.781,20.311,32502
20130726,00:00:00,20.311,20.315,19.650,19.990,28789
20130728,00:00:00,19.971,20.026,19.901,19.914,1365
20130729,00:00:00,19.915,20.219,19.694,19.797,28325
20130730,00:00:00,19.798,19.896,19.529,19.766,24994
20130731,00:00:00,19.766,20.116,19.389,19.815,40147
20130801,00:00:00,19.815,19.978,19.529,19.597,35344
20130802,00:00:00,19.597,20.278,19.208,19.872,33012
20130804,00:00:00,19.839,19.929,19.833,19.867,837
20130805,00:00:00,19.868,20.008,19.561,19.710,24422
20130806,00:00:00,19.712,19.797,19.471,19.509,30946
20130807,00:00:00,19.508,19.620,19.142,19.544,30647
20130808,00:00:00,19.542,20.328,19.520,20.232,36125
20130809,00:00:00,20.227,20.570,20.084,20.531,33293
20130811,00:00:00,20.708,21.001,20.665,20.828,3810
20130812,00:00:00,20.828,21.457,20.644,21.290,46083
20130813,00:00:00,21.287,21.756,21.128,21.408,50286
20130814,00:00:00,21.408,21.960,21.271,21.910,48330
20130815,00:00:00,21.910,23.183,21.715,22.895,59747
20130816,00:00:00,22.895,23.397,22.763,23.185,58542
20130818,00:00:00,23.254,23.319,23.186,23.274,3185
20130819,00:00:00,23.276,23.600,22.979,23.160,48277
20130820,00:00:00,23.160,23.303,22.280,22.988,50536
20130821,00:00:00,22.988,23.343,22.517,22.564,51968
20130822,00:00:00,22.564,23.321,22.450,23.082,41408
20130823,00:00:00,23.082,24.095,22.881,23.995,51659
20130825,00:00:00,24.029,24.276,23.783,23.946,3298
20130826,00:00:00,23.946,24.408,23.890,24.251,42263
20130827,00:00:00,24.250,24.691,23.968,24.535,48532
20130828,00:00:00,24.535,25.096,24.237,24.369,52668
20130829,00:00:00,24.369,24.409,23.650,23.716,59527
20130830,00:00:00,23.717,23.993,23.364,23.449,45001
20130901,00:00:00,23.390,23.413,23.219,23.291,598
20130902,00:00:00,23.291,24.356,23.259,24.167,26547
20130903,00:00:00,24.167,24.471,23.975,24.289,47972
20130904,00:00:00,24.289,24.376,23.335,23.496,47845
20130905,00:00:00,23.497,23.634,23.004,23.184,48912
20130906,00:00:00,23.184,23.922,23.003,23.695,41182
20130908,00:00:00,23.806,24.112,23.788,23.880,1535
20130909,00:00:00,23.878,23.923,23.400,23.702,30502
20130910,00:00:00,23.704,23.713,22.800,23.047,40821
20130911,00:00:00,23.047,23.207,22.754,23.124,32386
20130912,00:00:00,23.124,23.148,21.729,21.970,45878
20130913,00:00:00,21.970,22.227,21.381,22.089,46063
20130915,00:00:00,22.415,22.415,22.153,22.250,2427
20130916,00:00:00,22.250,22.255,21.650,21.786,45577
20130917,00:00:00,21.784,22.090,21.614,21.694,40862
20130918,00:00:00,21.694,23.207,21.197,22.959,53258
20130919,00:00:00,22.959,23.398,22.805,23.019,43016
20130920,00:00:00,23.016,23.028,21.649,21.652,41122
20130922,00:00:00,21.795,21.921,21.703,21.913,3153
20130923,00:00:00,21.913,21.913,21.270,21.744,43629
20130924,00:00:00,21.743,21.988,21.300,21.726,45621
20130925,00:00:00,21.726,21.919,21.459,21.773,37459
20130926,00:00:00,21.773,22.077,21.624,21.705,38580
20130927,00:00:00,21.703,22.095,21.401,21.632,33170
20130929,00:00:00,21.862,22.058,21.662,21.797,2875
20130930,00:00:00,21.797,22.035,21.406,21.683,27079
20131001,00:00:00,21.683,21.930,20.603,21.117,39704
20131002,00:00:00,21.118,21.997,20.946,21.694,35068
20131003,00:00:00,21.694,21.824,21.388,21.665,33133
20131004,00:00:00,21.667,21.866,21.470,21.583,24494
20131006,00:00:00,21.715,21.848,21.715,21.776,1192
20131007,00:00:00,21.775,22.436,21.613,22.288,25824
20131008,00:00:00,22.288,22.467,22.097,22.334,32124
20131009,00:00:00,22.336,22.372,21.748,21.814,35872
20131010,00:00:00,21.814,22.195,21.518,21.685,31150
20131011,00:00:00,21.687,21.828,20.939,21.214,35861
20131013,00:00:00,21.364,21.441,21.283,21.301,1653
20131014,00:00:00,21.298,21.652,21.065,21.276,26061
20131015,00:00:00,21.273,21.500,20.496,21.147,46434
20131016,00:00:00,21.148,21.414,21.103,21.319,40092
20131017,00:00:00,21.319,22.153,21.080,21.797,44612
20131018,00:00:00,21.795,22.021,21.717,21.837,25397
20131020,00:00:00,21.883,21.985,21.814,21.913,1694
20131021,00:00:00,21.915,22.298,21.852,22.185,25800
20131022,00:00:00,22.184,22.801,21.962,22.705,31007
20131023,00:00:00,22.706,22.789,22.474,22.543,28417
20131024,00:00:00,22.543,22.854,22.542,22.717,28326
20131025,00:00:00,22.715,22.719,22.231,22.453,31012
20131027,00:00:00,22.591,22.610,22.515,22.530,1037
20131028,00:00:00,22.530,22.684,22.351,22.482,27567
20131029,00:00:00,22.481,22.596,22.274,22.453,30697
20131030,00:00:00,22.453,23.065,22.363,22.539,37094
20131031,00:00:00,22.539,22.595,21.732,21.891,37504
20131101,00:00:00,21.891,21.978,21.693,21.773,31029
20131103,00:00:00,21.811,21.857,21.806,21.827,437
20131104,00:00:00,21.828,21.916,21.575,21.647,22222
20131105,00:00:00,21.647,21.771,21.545,21.678,22016
20131106,00:00:00,21.679,22.047,21.600,21.787,21138
20131107,00:00:00,21.785,21.994,21.371,21.681,28562
20131108,00:00:00,21.684,21.888,21.249,21.488,26683
20131110,00:00:00,21.423,21.423,21.381,21.393,447
20131111,00:00:00,21.390,21.445,21.235,21.327,20754
